ID	word	Body
2457	Scourge	(A-1, Noun: phragellion; Strong # 5416)\"a whip" (from Latin, flagellum), is used of the "scourge" of small cords which the Lord made and employed before cleansing the Temple, John 2:15. However He actually used it, the whip was in itself a sign of authority and judgment. \\(B-1, Verb: phragelloo; Strong # 5417)\\(akin to A: Latin, flagello; Eng., "flagellate"), is the word used in Matt. 27:26; Mark 15:15, of the "scourging" endured by Christ and administered by the order of Pilate. Under the Roman method of "scourging," the person was stripped and tied in a bending posture to a pillar, or stretched on a frame. The "scourge" was made of leather thongs, weighted with sharp pieces of bone or lead, which tore the flesh of both the back and the breast (cp. Ps. 22:17). Eusebius (Chron.) records his having witnessed the suffering of martyrs who died under this treatment.\\Note: In John 19:1 the "scourging" of Christ is described by Verb No. 2, as also in His prophecy of His sufferings, Matt. 20:19; Mark 10:34; Luke 18:33. In Acts 22:25 the similar punishment about to be administered to Paul is described by Verb No. 3 (the "scourging" of Roman citizens was prohibited by the Porcian law of 197, B.C.).\\(B-2, Verb: mastigoo; Strong # 3146)\akin to mastix (see below), is used \    (a) as mentioned under No. 1; \    (b) of Jewish "scourgings," Matt. 10:17; 23:34; \    (c) metaphorically, in Heb. 12:6, of the "chastening" by the Lord administered in love to His spiritual sons.\\Note: The Jewish method of "scourging," as described in the Mishna, was by the use of three thongs of leather, the offender receiving thirteen stripes on the bare breast and thirteen on each shoulder, the "forty stripes save one," as administered to Paul five times (2 Cor. 11:24). See also SCOURGINGS (below).\\(B-3, Verb: mastizo; Strong # 3147)\akin to No. 2, occurs in Acts 22:25 (see No. 1, above). In the Sept., Num. 22:25.
2458	Scourging, Scourgings	(1: mastix; Strong # 3148)\"a whip, scourge," is used \    (a) with the meaning "scourging," in Acts 22:24, of the Roman method (see above, B, No. 1, Note); \    (b) in Heb. 11:36, of the "sufferings" of saints in the OT times. Among the Hebrews the usual mode, legal and domestic, was that of beating with a rod (see 2 Cor. 11:25); \    (c) metaphorically, of "disease" or "suffering:" see PLAGUE, No. 1.
2459	Scribe, Scribes	(1: grammateuV; Strong # 1122)\from {gramma}, "a writing," denotes "a scribe, a man of letters, a teacher of the law;" the "scribes" are mentioned frequently in the Synoptists, especially in connection with the Pharisees, with whom they virtually formed one party (see Luke 5:21), sometimes with the chief priests, e.g., Matt. 2:4; Mark 8:31; 10:33; 11:18,27; Luke 9:22. They are mentioned only once in John's Gospel, John 8:3, three times in the Acts, 4:5; 6:12; 23:9; elsewhere only in 1 Cor. 1:20, in the singular. They were considered naturally qualified to teach in the synagogues, Mark 1:22. They were ambitious of honor, e.g., Matt. 23:5-11, which they demanded especially from their pupils, and which was readily granted them, as well as by the people generally. Like Ezra (Ezra 7:12), the "scribes" were found originally among the priests and Levites. The priests being the official interpreters of the Law, the "scribes" ere long became an independent company; though they never held political power, they became leaders of the people. Their functions regarding the Law were to teach it, develop it, and use it in connection with the Sanhedrin and various local courts. They also occupied themselves with the sacred writings both historical and didactic. They attached the utmost importance to ascetic elements, by which the nation was especially separated from the Gentiles. In their regime piety was reduced to external formalism. Only that was of value which was governed by external precept. Life under them became a burden; they themselves sought to evade certain of their own precepts, Matt. 23:16,ff.; Luke 11:46; by their traditions the Law, instead of being a help in moral and spiritual life, became an instrument for preventing true access to God, Luke 11:52. Hence the Lord's stern denunciations of them and the Pharisees (see PHARISEES).\\Note: The word grammateus is used of the town "clerk" in Ephesus, Acts 19:35.
2460	Scrip	* For SCRIP see WALLET
2461	Scripture	(1: graphe; Strong # 1124)\akin to {grapho}, "to write" (Eng., "graph," "graphic," etc.), primarily denotes "a drawing, painting;" then "a writing," \    (a) of the OT Scriptures, (1) in the plural, the whole, e.g., Matt. 21:42; 22:29; John 5:39; Acts 17:11; 18:24; Rom. 1:2, where "the prophets" comprises the OT writers in general; 15:4; 16:26, lit., "prophetic writings," expressing the character of all the Scriptures; (2) in the singular in reference to a particular passage, e.g., Mark 12:10; Luke 4:21; John 2:22; 10:35 (though applicable to all); 19:24,28,36,37; 20:9; Acts 1:16; 8:32,35; Rom. 4:3; 9:17; 10:11; 11:2; Gal. 3:8,22; 4:30; 1 Tim. 5:18, where the 2nd quotation is from Luke 10:7, from which it may be inferred that the Apostle included Luke's Gospel as "Scripture" alike with Deuteronomy, from which the first quotation is taken; in reference to the whole, e.g., Jas. 4:5 (see RV, a separate rhetorical question from the one which follows); in 2 Pet. 1:20, "no prophecy of Scripture," a description of all, with special application to the OT in the next verse; \    (b) of the OT Scriptures (those accepted by the Jews as canonical) and all those of the NT which were to be accepted by Christians as authoritative, 2 Tim. 3:16; these latter were to be discriminated from the many forged epistles and other religious "writings" already produced and circulated in Timothy's time. Such discrimination would be directed by the fact that "every Scripture," characterized by inspiration of God, would be profitable for the purposes mentioned; so the RV. The AV states truth concerning the completed Canon of Scripture, but that was not complete when the Apostle wrote to Timothy. The Scriptures are frequently personified by the NT writers (as by the Jews, John 7:42), \    (a) as speaking with Divine authority, e.g., John 19:37; Rom. 4:3; 9:17, where the Scripture is said to speak to Pharaoh, giving the message actually sent previously by God to him through Moses; Jas. 4:5 (see above); \    (b) as possessed of the sentient quality of foresight, and the active power of preaching. Gal. 3:8, where the Scripture mentioned was written more than four centuries after the words were spoken. The Scripture, in such a case, stands for its Divine Author with an intimation that it remains perpetually characterized as the living voice of God. This Divine agency is again illustrated in Gal. 3:22 (cp. Gal 3:10; Matt. 11:13).\\(2: gramma; Strong # 1121)\"a letter of the alphabet," etc. is used of the Holy Scriptures in 2 Tim. 3:15. For the various uses of this word see LETTER.
2462	Scroll	(1: biblion; Strong # 975)\the diminutive of {bibloV}, "a book," is used in Rev. 6:14, of "a scroll," the rolling up of which illustrates the removal of the heaven. See BOOK, No. 2.
2463	Sea	(A-1, Noun: thalassa; Strong # 2281)\is used \    (a) chiefly literally, e.g., "the Red Sea," Acts 7:36; 1 Cor. 10:1; Heb. 11:29; the "sea" of Galilee or Tiberias, Matt. 4:18; 15:29; Mark 6:48,49, where the acts of Christ testified to His Deity; John 6:1; 21:1; in general, e.g., Luke 17:2; Acts 4:24; Rom. 9:27; Rev. 16:3; 18:17; 20:8,13; 21:1; in combination with No. 2, Matt. 18:6; \    (b) metaphorically, of "the ungodly men" described in Jude 1:13 (cp. Isa. 57:20); \    (c) symbolically, in the apocalyptic vision of "a glassy sea like unto crystal," Rev. 4:6, emblematic of the fixed purity and holiness of all that appertains to the authority and judicial dealings of God; in Rev. 15:2, the same, "mingled with fire," and, standing by it (RV) or on it (AV and RV marg.), those who had "come victorious from the beast" (ch. 13); of the wild and restless condition of nations, Rev. 13:1 (see Rev. 17:1,15), where "he stood" (RV) refers to the dragon, not John (AV); from the midst of this state arises the beast, symbolic of the final gentile power dominating the federated nations of the Roman world (see Dan., chs. 2; 7; etc.). Note: For the change from "the sea" in Deut. 30:13, to "the abyss" in Rom. 10:7, see BOTTOM, B.\\(A-2, Noun: pelagoV; Strong # 3989)\"the deep sea, the deep," is translated "the depth" in Matt. 18:6, and is used of the "Sea of Cilicia" in Acts 27:5. See DEPTH, No. 2. {PelagoV} signifies "the vast expanse of open water," {thalassa}, "the sea as contrasted with the land" (Trench, Syn., xiii).\\(B-1, Adjective: enalioV; Strong # 1724)\"in the sea," lit., "of, or belonging to, the salt water" (from {halV}, "salt"), occurs in Jas. 3:7.\\(B-2, Adjective: paralioV; Strong # 3882)\"by the sea," Luke 6:17: see COAST.\\(B-3, Adjective: parathalassioV; Strong # 3864)\"by the sea," Matt. 4:13, see COAST, Note 2.\\(B-4, Adjective: dithalassoV; Strong # 1337)\primarily signifies "divided into two seas" ({diV}, "twice," and {thalassa}); then, "dividing the sea," as of a reef or rocky projection running out into the "sea," Acts 27:41.
2464	Seal	(A-1, Noun: sphragiV; Strong # 4973)\denotes \    (a) "a seal" or "signet," Rev. 7:2, "the seal of the living God," an emblem of ownership and security, here combined with that of destination (as in Ezek. 9:4), the persons to be "sealed" being secured from destruction and marked for reward; \    (b) "the impression" of a "seal" or signet, (1) literal, a "seal" on a book or roll, combining with the ideas of security and destination those of secrecy and postponement of disclosures, Rev. 5:1,2,5,9; 6:1,3,5,7,9,12; 8:1; (2) metaphorical, Rom. 4:11, said of "circumcision," as an authentication of the righteousness of Abraham's faith, and an external attestation of the covenant made with him by God; the rabbis called circumcision "the seal of Abraham;" in 1 Cor. 9:2, of converts as a "seal" or authentication of Paul's Apostleship; in 2 Tim. 2:19, "the firm foundation of God standeth, having this seal, The Lord knoweth them that are His," RV, indicating ownership, authentication, security and destination, "and, Let every one that nameth the Name of the Lord depart from unrighteousness," indicating a ratification on the part of the believer of the determining counsel of God concerning him; Rev. 9:4 distinguishes those who will be found without the "seal" of God on their foreheads [see (a) above and B, No. 1]. \\(B-1, Verb: sphragizo; Strong # 4972)\"to seal" (akin to A), is used to indicate \    (a) security and permanency (attempted but impossible), Matt. 27:66; on the contrary, of the doom of Satan, fixed and certain, Rev. 20:3, RV, "sealed it over;" \    (b) in Rom. 15:28, "when...I have...sealed to them this fruit," the formal ratification of the ministry of the churches of the Gentiles in Greece and Galatia to needy saints in Judea, by Paul's faithful delivery of the gifts to them; this material help was the fruit of his spiritual ministry to the Gentiles, who on their part were bringing forth the fruit of their having shared with them in spiritual things; the metaphor stresses the sacred formalities of the transaction (Deissmann illustrates this from the papyri of Fayyum, in which the "sealing" of sacks guarantees the full complement of the contents); \    (c) secrecy and security and the postponement of disclosure, Rev. 10:4; in a negative command, Rev. 22:10; \    (d) ownership and security, together with destination, Rev. 7:3-5 (as with the noun in ver. 2; see A); the same three indications are conveyed in Eph. 1:13, in the metaphor of the "sealing" of believers by the gift of the Holy Spirit, upon believing (i.e., at the time of their regeneration, not after a lapse of time in their spiritual life, "having also believed," not as AV, "after that ye believed;" the aorist participle marks the definiteness and completeness of the act of faith); the idea of destination is stressed by the phrase "the Holy Spirit of promise" (see also Eph. 1:14); so Eph. 4:30, "ye were sealed unto the day of redemption;" so in 2 Cor. 1:22, where the Middle Voice intimates the special interest of the Sealer in His act; \    (e) authentication by the believer (by receiving the witness of the Son) of the fact that "God is true," John 3:33; authentication by God in sealing the Son as the Giver of eternal life (with perhaps a figurative allusion to the impress of a mark upon loaves), John 6:27.\\Note: In Rev. 7, after the 5th verse (first part) the original does not repeat the mention of the "sealing" except in ver. 8 (last part) (hence the omission in the RV).\\(B-2, Verb: katasphragizo; Strong # 2696)\No. 1, strengthened by {kata}, intensive, is used of the "book" seen in the vision in Rev. 5:1, RV, "close sealed (with seven seals)," the successive opening of which discloses the events destined to take place throughout the period covered by chapters 6 to 19. In the Sept., Job 9:7; 37:7.
2465	Seam	(1: araphoV | arrhaphoV; Strong # 729)\denotes "without seam" ({a}, negative, and {rhapto}, "to sew"), John 19:23.
2466	Search	(1: eraunao | ereunao; Strong # 2045)\an earlier form, "to search, examine," is used \    (a) of God, as "searching" the heart, Rom. 8:27; \    (b) of Christ, similarly, Rev. 2:23; \    (c) of the Holy Spirit, as "searching" all things, 1 Cor. 2:10, acting in the spirit of the believer; \    (d) of the OT prophets, as "searching" their own writings concerning matters foretold of Christ, testified by the Spirit of Christ in them, 1 Pet. 1:11 (cp. No. 2); \    (e) of the Jews, as commanded by the Lord to "search" the Scriptures, John 5:39, AV, and RV marg., "search," RV text, "ye search," either is possible grammatically; \    (f) of Nicodemus as commanded similarly by the chief priests and Pharisees, John 7:52. \\(2: exeraunao; Strong # 1830)\a strengthened form of No. 1 ({ek}, or {ex}, "out"), "to search out," is used in 1 Pet. 1:10, "searched diligently;" cp. No. 1 \    (d).\\(3: exetazo; Strong # 1833)\"to examine closely, inquire carefully" (from {etazo}, "to examine"), occurs in Matt. 2:8, RV, "search out;" so Matt. 10:11, RV: see INQUIRE, No. 4.\\Note: For {anakrino}, rendered "searched" in Acts 17:11, AV, see EXAMINE.
2467	Seared	* For SEARED see BRANDED
2468	Season	(A-1, Noun: kairoV; Strong # 2540)\primarily, "due measure, fitness, proportion," is used in the NT to signify "a season, a time, a period" possessed of certain characteristics, frequently rendered "time" or "times;" in the following the RV substitutes "season" for the AV "time," thus distinguishing the meaning from {chronoV} (see No. 2): Matt. 11:25; 12:1; 14:1; 21:34; Mark 11:13; Acts 3:19; 7:20; 17:26; Rom. 3:26; 5:6; 9:9; 13:11; 1 Cor. 7:5; Gal. 4:10; 1 Thess. 2:17, lit., "for a season (of an hour);" 2 Thess. 2:6; in Eph. 6:18, "at all seasons" (AV, "always"); in Titus 1:3, "His own seasons" (marg., "its;" AV, "in due times"); in the preceding clause {chronoV} is used. The characteristics of a period are exemplified in the use of the term with regard, e.g., to harvest, Matt. 13:30; reaping, Gal. 6:9; punishment, Matt. 8:29; discharging duties, Luke 12:42; opportunity for doing anything, whether good, e.g., Matt. 26:18; Gal. 6:10 ("opportunity"); Eph. 5:16; or evil, e.g., Rev. 12:12; the fulfillment of prophecy, Luke 1:20; Acts 3:19; 1 Pet. 1:11; a time suitable for a purpose, Luke 4:13, lit., "until a season;" 2 Cor. 6:2; see further under No. 2. See ALWAYS, Note, OPPORTUNITY, TIME, WHILE.\\(A-2, Noun: chronoV; Strong # 5550)\whence Eng. words beginning with "chron," denotes "a space of time," whether long or short: \    (a) it implies duration, whether longer, e.g., Acts 1:21, "(all the) time;" Acts 13:18; 20:18, RV, "(all the) time" (AV, "at all seasons"); or shorter, e.g., Luke 4:5; \    (b) it sometimes refers to the date of an occurrence, whether past, e.g., Matt. 2:7, or future, e.g., Acts 3:21; 7:17.\\Broadly speaking, {chronoV} expresses the duration of a period, {kairoV} stresses it as marked by certain features; thus in Acts 1:7, "the Father has set within His own authority" both the times ({chronoV}), the lengths of the periods, and the "seasons" ({kairoV}), epochs characterized by certain events; in 1 Thess. 5:1, "times" refers to the length of the interval before the Parousia takes place (the presence of Christ with the saints when He comes to receive them to Himself at the Rapture), and to the length of time the Parousia will occupy; "seasons" refers to the special features of the period before, during, and after the Parousia.\\{ChronoV} marks quantity, {kairoV}, quality. Sometimes the distinction between the two words is not sharply defined as, e.g., in 2 Tim. 4:6, though even here the Apostle's "departure" signalizes the time ({kairoV}). The words occur together in the Sept. only in Dan. 2:21; Eccl. 3:1. {ChronoV} is rendered "season" in Acts 19:22, AV (RV, "a while"); 20:18 (RV, "all the time," see above); Rev. 6:11, AV (RV, "time"); so Rev 20:3. In Luke 23:8 it is used with {hikanoV} in the plural, RV, "(of a long) time," more lit., "(for a sufficient number) of times."\\In Rev. 10:6 {chronoV} has the meaning "delay" (RV, marg.), an important rendering for the understanding of the passage (the word being akin to {chronizo}, "to take time, to linger, delay," Matt. 24:48; Luke 12:45). See DELAY, B, Note, SPACE, TIME, WHILE.\\(A-3, Noun: hora; Strong # 5610)\"an hour," is translated "season" in John 5:35; 2 Cor. 7:8; Philem. 1:15: see HOUR.\\(B-1, Adjective: proskairoV; Strong # 4340)\"temporary, transient," is rendered "for a season" in Heb. 11:25. See TEMPORAL, TIME, WHILE.\\(C-1, Adverb: akairoV; Strong # 171)\denotes "out of season, unseasonably" (akin to {akairoV}, "unseasonable," {a}, negative, and A, No. 1), 2 Tim. 4:2.\\(C-2, Adverb: eukairoV; Strong # 2122)\"in season" ({eu}, "well"), 2 Tim. 4:2; it occurs also in Mark 14:11, "conveniently."\\Note: For {oligon}, 1 Pet. 1:6, AV, "for a season," see WHILE.
